Crop,Total_Cost_INR,Profit,Temperature_C,Rainfall_mm,Area_Hectare
Wheat,83287.29,89542.71,34.19,2339.16,2.66
Potato,124019.25,962820.75,30.84,1548.71,4.53
Rice,292269.11,477950.89,35.25,1804.95,10.73
Rice,117388.47,328771.53,19,1630.09,4.51
Rice,122308.95,280731.05,32.32,2476.09,4.26
Cotton,49555.33,140744.67,29.24,2469.86,1.43
Rice,287516.7,881123.3,35.76,1641.76,11.68
Maize,251921.87,686238.13,19.92,1804.72,9.45
Sugarcane,238280.52,2032204.48,33.38,1660.85,9.31
Rice,146348.38,314771.62,35.87,983.5,4.91
Potato,29657.19,307062.81,27.37,723.75,1.4
Potato,68231.81,756888.19,23.59,1186.08,3.53
Rice,320825.3,598334.7,38.56,1802.07,10.31
Rice,65706.65,195873.35,16.73,423.15,2.57
Maize,267409.96,709450.04,13.02,1431.47,10.78
Rice,128301.21,453598.79,17.02,1198.47,6.66
Rice,182644.85,534335.15,31.14,1460.47,8.72
Sugarcane,120998.14,1279106.86,34.09,2192.5,5.72
Potato,352329.24,2370950.76,32.07,404.74,11.22
Maize,98491.17,226768.83,23.76,1979.97,3.26
Potato,186471.73,1453208.27,39.09,1767.2,7.08
Maize,36227,89053,24.44,748.47,1.29
Potato,193501.36,1213018.64,39.48,1915.2,6.02
Rice,267690.54,1109509.46,37.71,1392.02,11.69
